,rna,method,LociPARSE,RNArank,RNA3DCNN,ARES,tb_mcq,PAMnet,clash,3drnascore,RNA-BRiQ,RASP-ENERGY,DFIRE,cgRNASP
258,dataset3.3dRNA.ENST00000628469.test_01.pred3.min.fixed.pdb,3dRNA,0.63,0.673,24.59081,7.6,26.79,6.74,20.473705339221198,29.82,214.99,-26750.5,-44517.79,-351.0
259,dataset3.RNAComposer.ENST00000628469.fixed.pdb,RNAComposer,0.67,0.853,17.941671,7.28,24.1,6.83,28.90405459654757,29.32,168.29,-29356.0,-42622.86,-310.3
260,dataset3.3dRNA.ENST00000628469.test_01.pred2.min.fixed.pdb,3dRNA,0.63,0.567,24.67661,7.63,29.4,7.53,19.67081493376154,29.72,278.08,-24641.2,-44137.48,-338.58
261,dataset3.RNAJP.ENST00000628469.em_predicted_ENST00000628469-10.fixed.pdb,RNAJP,0.59,0.592,19.584396,6.0,17.19,5.43,28.371550719005054,30.52,76.22,-30057.1,-55381.01,-446.99
262,dataset1.DeepFoldRNA.ENST00000628469.model_2.refined_model.fixed.pdb,DeepFoldRNA,0.64,0.349,4.442054,6.43,12.68,3.92,20.606531881804045,25.41,-33.12,-47060.4,-45141.7,-315.76
263,dataset3.RNAJP.ENST00000628469.em_predicted_ENST00000628469-6.fixed.pdb,RNAJP,0.62,0.591,18.83913,6.2,17.4,5.46,27.982899339292654,29.99,2.55,-31642.5,-54165.13,-429.72
264,dataset3.3dRNA.ENST00000628469.test_01.pred5.min.fixed.pdb,3dRNA,0.64,0.801,23.506817,7.67,29.98,6.77,20.07226013649137,30.04,238.18,-28936.5,-48818.96,-409.45
265,dataset3.3dRNA.ENSMUST00000083321.test_01.pred5.min.fixed.pdb,3dRNA,0.69,0.825,30.397102,6.94,29.25,5.04,26.54232424677188,28.56,338.68,-62609.1,-91190.76,-641.4
266,dataset3.AF3.ENSMUST00000083321.model_0.fixed.pdb,Alphafold3,0.79,0.555,2.5426798,5.52,9.61,2.79,20.555355210962855,30.39,-126.46,-94503.0,-112963.29,-968.14
267,dataset3.RNAJP.ENSMUST00000083321.em_predicted_ENSMUST00000083321-7.fixed.pdb,RNAJP,0.68,0.549,25.799192,6.34,16.35,5.02,34.28306694463748,27.46,-69.01,-65513.2,-93546.95,-636.85
268,dataset3.Rhofold.ENSMUST00000083321.relaxed_1000.fixed.pdb,RhoFold,0.44,0.529,60.98323,10.3408394,50.61,5.48,100.43041606886658,40.1,3538.58,2900.45,-93416.18,-650.46
269,dataset3.RNAJP.ENSMUST00000083321.em_predicted_ENSMUST00000083321-5.fixed.pdb,RNAJP,0.69,0.54,25.299969,6.31,16.65,5.1,35.67292100996062,27.46,-50.97,-65849.6,-93821.05,-667.07
270,dataset3.RNAJP.ENSMUST00000083321.em_predicted_ENSMUST00000083321-4.fixed.pdb,RNAJP,0.68,0.545,26.963928,6.35,17.04,5.1,33.81978225619643,27.33,-22.96,-64650.8,-91196.36,-612.47
271,dataset3.DRfold.ENSMUST00000083321.DPR.fixed.pdb,DRfold,0.62,0.527,16.319191,7.5984006,22.48,2.31,135.82018173122907,32.91,5672.75,-52003.1,-88678.42,-512.42
272,dataset3.DRfold2.ENSMUST00000083321.DPR.fixed.pdb,DRfold2,0.57,0.5,32.348316,6.65,26.26,4.73,42.77180406212664,33.11,2241.83,-46086.5,-89742.11,-727.3
273,dataset3.3dRNA.ENSMUST00000083321.test_01.pred3.min.fixed.pdb,3dRNA,0.7,0.686,26.785286,6.54,23.08,5.38,27.73792443806791,28.14,166.0,-64935.7,-89951.48,-627.57
274,dataset3.3dRNA.ENSMUST00000083321.test_01.pred1.min.fixed.pdb,3dRNA,0.69,0.794,28.484173,6.7,24.76,5.15,29.890004782400766,28.16,172.52,-62224.8,-90458.46,-595.67
275,dataset3.3dRNA.ENSMUST00000083321.test_01.pred4.min.fixed.pdb,3dRNA,0.69,0.732,33.12225,7.1,26.94,5.74,24.868483978957435,28.7,501.3,-61101.2,-91146.32,-660.67
276,dataset3.RNAJP.ENSMUST00000083321.em_predicted_ENSMUST00000083321-3.fixed.pdb,RNAJP,0.68,0.562,24.801338,6.28,18.22,4.72,37.06277507528376,27.69,-41.02,-65828.6,-94659.98,-669.61
277,dataset3.RNAJP.ENSMUST00000083321.em_predicted_ENSMUST00000083321-9.fixed.pdb,RNAJP,0.69,0.52,25.41121,6.21,16.84,5.05,35.209636321519575,27.4,-5.62,-65958.8,-93880.46,-589.41
278,dataset3.RNAJP.ENSMUST00000083321.em_predicted_ENSMUST00000083321-8.fixed.pdb,RNAJP,0.68,0.518,21.420235,6.16,16.1,4.65,37.06277507528376,27.58,-31.95,-66719.9,-98862.73,-854.64
279,dataset1.SimRNA.ENSMUST00000083321.fixed.pdb,SimRNA,0.62,0.323,18.620193,6.9,16.8,4.38,53.04659498207885,31.01,794.61,-68142.3,-91188.7,-722.26
280,dataset3.RNAJP.ENSMUST00000083321.em_predicted_ENSMUST00000083321-6.fixed.pdb,RNAJP,0.69,0.555,27.126911,6.32,16.59,5.1,36.13620569840167,27.66,-12.01,-65016.8,-94945.1,-629.95
281,dataset1.DeepFoldRNA.ENSMUST00000083321.model_1.refined_model.fixed.pdb,DeepFoldRNA,0.66,0.511,20.791153,6.46,13.9,4.3,23.86468952734013,26.18,34.11,-67408.5,-89237.62,-544.92
282,dataset3.RNAJP.ENSMUST00000083321.em_predicted_ENSMUST00000083321-10.fixed.pdb,RNAJP,0.69,0.542,23.988985,6.32,16.07,5.07,35.209636321519575,27.65,-21.62,-65139.3,-95968.18,-674.94
283,dataset3.RNAComposer.MUST00000083321.fixed.pdb,RNAComposer,0.68,0.75,17.925756,6.4,16.76,5.27,35.38976566236251,27.63,21.21,-65254.3,-90350.1,-727.36
284,dataset3.RNAJP.ENSMUST00000083321.em_predicted_ENSMUST00000083321-1.fixed.pdb,RNAJP,0.68,0.501,26.922215,6.29,18.08,5.01,34.05142460041696,27.74,47.98,-64867.6,-94779.31,-618.72
285,dataset1.DeepFoldRNA.ENSMUST00000083321.model_2.refined_model.fixed.pdb,DeepFoldRNA,0.63,0.527,22.909435,6.68,16.7,3.9,27.10843373493976,26.4,84.46,-67418.7,-90330.34,-633.98
286,dataset3.3dRNA.ENSMUST00000083321.test_01.pred2.min.fixed.pdb,3dRNA,0.67,0.725,29.221617,6.76,30.87,5.47,29.890004782400766,28.54,407.03,-63219.0,-91099.65,-654.49
287,dataset3.RNAJP.ENSMUST00000083321.em_predicted_ENSMUST00000083321-2.fixed.pdb,RNAJP,0.67,0.532,22.106468,6.23,15.7,4.63,35.90456335418114,27.72,-44.03,-66850.8,-98023.26,-688.08
288,dataset3.NuFold.ENSMUST00000083321_rank_1.pdb,NuFold,0.72,0.413,7.890277,6.06,10.78,3.77,19.48051948051948,29.66,269.65,-88176.6,-93715.82,-670.42
289,dataset3.RoseTTAFold2NA.ENSMUST00000083321.model_00.fixed.pdb,RoseTTAFold2NA,0.65,0.369,24.223179,7.26,14.12,7.77,22.700119474313023,28.35,229.67,-62013.2,-77509.98,-479.04
290,dataset3.trRosettaRNA.ENSMUST00000083321.model_1.fixed.pdb,trRosettaRNA,0.63,0.465,27.59164,6.89,17.03,6.24,20.07168458781362,26.28,46.11,-64903.3,-82961.31,-660.8
291,dataset3.RNAJP.ENSMUST00000102350.em_predicted_ENSMUST00000102350-3.fixed.pdb,RNAJP,0.62,0.737,19.845945,6.69,15.05,6.44,30.4798962386511,27.02,-2.69,-42144.1,-62108.44,-519.5
292,dataset3.3dRNA.ENSMUST00000102350.test_01.pred5.min.fixed.pdb,3dRNA,0.62,0.689,29.952936,7.57,32.81,6.71,21.760964178105123,28.34,316.77,-32782.6,-55579.74,-456.74
293,dataset1.SimRNA.ENSMUST00000102350.fixed.pdb,SimRNA,0.58,0.331,14.315547,8.2639618,17.22,4.49,59.531772575250834,32.76,992.93,-44522.3,-62194.48,-561.11
294,dataset3.Rhofold.ENSMUST00000102350.relaxed_1000.fixed.pdb,RhoFold,0.4,0.535,52.437088,11.5527515,59.21,6.73,54.904586541680615,42.94,1994.09,5459.38,-63660.98,-465.96
295,dataset3.RNAJP.ENSMUST00000102350.em_predicted_ENSMUST00000102350-10.fixed.pdb,RNAJP,0.65,0.652,19.295439,6.6,14.74,6.25,28.858625162127108,26.9,-20.09,-43027.1,-60144.67,-482.88
296,dataset3.RNAJP.ENSMUST00000102350.em_predicted_ENSMUST00000102350-7.fixed.pdb,RNAJP,0.63,0.599,23.44386,6.82,15.97,6.74,27.561608300907913,27.38,46.62,-38691.1,-60035.91,-489.31
297,dataset3.DRfold2.ENSMUST00000102350.DPR.fixed.pdb,DRfold2,0.7,0.623,6.879168,6.17,15.67,3.92,24.74916387959866,31.78,470.33,-54252.2,-68479.5,-634.97
298,dataset1.DeepFoldRNA.ENSMUST00000102350.model_3.refined_model.fixed.pdb,DeepFoldRNA,0.57,0.456,13.717185,6.82,13.05,4.04,18.488485241647744,25.08,38.43,-50219.4,-57425.16,-446.53
299,dataset3.RNAJP.ENSMUST00000102350.em_predicted_ENSMUST00000102350-6.fixed.pdb,RNAJP,0.66,0.681,19.222467,6.43,14.41,6.06,26.588845654993516,27.01,-14.98,-43678.1,-61963.16,-499.33
300,dataset1.DeepFoldRNA.ENSMUST00000102350.model_2.refined_model.fixed.pdb,DeepFoldRNA,0.6,0.487,8.549247,6.32,12.58,3.99,21.083360363282516,24.57,6.28,-50364.4,-55075.91,-377.7
301,dataset3.3dRNA.ENSMUST00000102350.test_01.pred3.min.fixed.pdb,3dRNA,0.64,0.718,27.637066,7.39,33.69,6.65,15.734851021091396,28.42,362.16,-34976.7,-55921.78,-436.42
302,dataset3.3dRNA.ENSMUST00000102350.test_01.pred1.min.fixed.pdb,3dRNA,0.63,0.635,25.798275,7.14,25.7,6.25,18.74790759959826,27.88,211.71,-36853.5,-56783.25,-415.37
303,dataset3.3dRNA.ENSMUST00000102350.test_01.pred2.min.fixed.pdb,3dRNA,0.63,0.635,28.485888,7.04,28.08,7.14,19.75225979243388,28.34,278.32,-32626.6,-55630.0,-445.68
304,dataset3.NuFold.ENSMUST00000102350_rank_1.pdb,NuFold,0.7,0.455,7.211963,6.1,11.1,4.89,23.138832997987926,30.08,265.01,-56097.2,-59755.42,-451.63
305,dataset1.DeepFoldRNA.ENSMUST00000102350.model_1.refined_model.fixed.pdb,DeepFoldRNA,0.58,0.458,11.48553,6.69,10.95,4.26,21.73207914369121,24.62,33.13,-49699.6,-55242.11,-421.48
306,dataset1.DeepFoldRNA.ENSMUST00000102350.model_4.refined_model.fixed.pdb,DeepFoldRNA,0.6,0.507,13.948256,6.52,13.86,4.05,32.43593902043464,25.7,130.87,-50062.1,-63482.81,-502.24
307,dataset3.RNAJP.ENSMUST00000102350.em_predicted_ENSMUST00000102350-5.fixed.pdb,RNAJP,0.61,0.726,20.462936,6.66,15.0,6.32,29.507133592736707,27.19,-27.26,-41159.5,-61916.55,-519.05
308,dataset3.RNAJP.ENSMUST00000102350.em_predicted_ENSMUST00000102350-2.fixed.pdb,RNAJP,0.67,0.666,18.516169,6.53,16.4,6.07,28.53437094682231,26.7,-19.08,-43095.6,-59206.21,-433.81
309,dataset1.DeepFoldRNA.ENSMUST00000102350.model_5.refined_model.fixed.pdb,DeepFoldRNA,0.6,0.514,18.589603,6.94,13.46,4.76,37.95004865390853,26.4,200.29,-43180.8,-59020.56,-436.59
310,dataset3.3dRNA.ENSMUST00000102350.test_01.pred4.min.fixed.pdb,3dRNA,0.62,0.608,24.990707,7.2,24.04,6.57,20.42182792099096,28.11,238.42,-35771.7,-57447.5,-483.03
311,dataset3.RNAJP.ENSMUST00000102350.em_predicted_ENSMUST00000102350-4.fixed.pdb,RNAJP,0.62,0.652,19.24504,6.53,14.54,6.3,28.858625162127108,27.22,-26.9,-40901.7,-60342.92,-498.36
312,dataset3.RNAComposer.MUST00000102350.fixed.pdb,RNAComposer,0.63,0.784,13.326347,6.71,17.36,5.25,27.452293270840308,27.78,82.94,-45312.9,-60185.8,-595.72
313,dataset3.trRosettaRNA.ENSMUST00000102350.model_1.fixed.pdb,trRosettaRNA,0.6,0.504,27.453358,7.07,20.62,7.15,16.387959866220736,26.56,162.96,-37996.5,-53534.54,-452.53
314,dataset3.RNAJP.ENSMUST00000102350.em_predicted_ENSMUST00000102350-9.fixed.pdb,RNAJP,0.59,0.686,21.964401,6.83,14.93,6.49,30.804150453955902,27.76,-22.78,-39640.5,-64879.65,-588.1
315,dataset3.DRfold.ENSMUST00000102350.DPR.fixed.pdb,DRfold,0.49,0.46,23.519585,9.3370667,37.78,4.26,319.38399732172746,38.34,6786.36,-8902.46,-51240.34,-283.68
316,dataset1.DeepFoldRNA.ENSMUST00000102350.model_6.refined_model.fixed.pdb,DeepFoldRNA,0.63,0.525,14.616142,6.71,12.91,4.09,34.38209536166072,25.85,215.38,-47619.5,-63921.88,-500.16
317,dataset3.RNAJP.ENSMUST00000102350.em_predicted_ENSMUST00000102350-8.fixed.pdb,RNAJP,0.68,0.615,18.090536,6.31,16.93,6.11,26.588845654993516,26.91,-22.82,-42860.7,-59039.43,-473.94
318,dataset3.RNAJP.ENSMUST00000102350.em_predicted_ENSMUST00000102350-1.fixed.pdb,RNAJP,0.63,0.72,22.743666,7.0,18.07,6.63,27.561608300907913,26.95,57.45,-40231.2,-60010.97,-522.14
319,dataset3.AF3.ENSMUST00000102350.model_0.fixed.pdb,Alphafold3,0.72,0.836,-1.1398599,6.8285995,9.32,2.57,68.87883358471593,32.78,364.0,-63319.2,-78940.76,-786.33
320,dataset3.RoseTTAFold2NA.ENSMUST00000102350.model_00.fixed.pdb,RoseTTAFold2NA,0.61,0.355,12.67114,7.54,12.99,10.45,12.040133779264215,27.29,195.46,-33998.0,-34007.0,-179.83
321,dataset3.3dRNA.ENSMUST00000122608.test_01.pred3.min.fixed.pdb,3dRNA,0.65,0.749,37.471195,6.89,24.13,5.57,26.68240850059032,28.25,295.12,-53314.0,-84877.56,-645.22
322,dataset3.RNAComposer.MUST00000122608.fixed.pdb,RNAComposer,0.72,0.38,15.200575,6.89,13.57,4.65,3.541912632821724,26.51,112.42,-67286.0,-49260.61,-390.54
323,dataset3.RNAJP.ENSMUST00000122608.em_predicted_ENSMUST00000122608-2.fixed.pdb,RNAJP,0.68,0.597,16.786146,6.42,13.11,4.64,26.7612076852699,26.21,-7.64,-70265.7,-82516.83,-629.74
324,dataset3.3dRNA.ENSMUST00000122608.test_01.pred2.min.fixed.pdb,3dRNA,0.62,0.8,38.6954,7.3,28.54,5.89,22.43211334120425,28.68,522.28,-45742.1,-83066.46,-642.08
325,dataset3.trRosettaRNA.ENSMUST00000122608.model_1.fixed.pdb,trRosettaRNA,0.6,0.604,26.085571,6.54,17.23,5.74,19.112789051439357,25.86,95.67,-71286.8,-81905.47,-613.86
326,dataset3.RNAJP.ENSMUST00000122608.em_predicted_ENSMUST00000122608-3.fixed.pdb,RNAJP,0.66,0.617,21.92543,6.39,13.88,4.53,29.734675205855442,26.6,-43.15,-68310.6,-89001.41,-710.12
327,dataset3.DRfold2.ENSMUST00000122608.DPR.fixed.pdb,DRfold2,0.7,0.556,7.2608747,6.16,15.02,5.78,9.674374705049551,28.54,216.82,-68374.2,-68247.48,-547.6
328,dataset1.DeepFoldRNA.ENSMUST00000122608.model_4.refined_model.fixed.pdb,DeepFoldRNA,0.54,0.471,23.012085,7.13,13.74,5.4,15.78586135895676,26.38,173.98,-57722.2,-66520.58,-412.16
329,dataset3.RNAJP.ENSMUST00000122608.em_predicted_ENSMUST00000122608-4.fixed.pdb,RNAJP,0.69,0.55,19.054844,6.49,13.82,4.86,28.819762122598352,26.25,-19.86,-67683.7,-81256.92,-625.37
330,dataset3.RNAJP.ENSMUST00000122608.em_predicted_ENSMUST00000122608-6.fixed.pdb,RNAJP,0.67,0.577,17.704575,6.42,13.0,4.88,27.90484903934126,26.25,17.14,-69393.8,-81649.57,-625.38
331,dataset3.NuFold.ENSMUST00000122608_rank_1.pdb,NuFold,0.58,0.321,14.219906,6.58,10.1,4.98,6.058446186742694,28.76,231.8,-76200.1,-80719.74,-615.09
332,dataset3.3dRNA.ENSMUST00000122608.test_01.pred5.min.fixed.pdb,3dRNA,0.66,0.77,36.962196,7.17,25.61,6.33,19.834710743801654,28.43,331.14,-54095.7,-84472.48,-668.34
333,dataset3.RNAJP.ENSMUST00000122608.em_predicted_ENSMUST00000122608-1.fixed.pdb,RNAJP,0.68,0.603,20.360954,6.5,14.17,4.46,32.250686184812444,26.29,-6.34,-69999.4,-87775.19,-685.48
334,dataset1.DeepFoldRNA.ENSMUST00000122608.model_3.refined_model.fixed.pdb,DeepFoldRNA,0.57,0.368,10.860268,6.81,11.68,4.8,17.616106154198125,25.82,116.44,-65114.7,-64394.64,-366.74
335,dataset3.DRfold.ENSMUST00000122608.DPR.fixed.pdb,DRfold,0.41,0.396,27.205067,7.27,47.47,2.52,315.4663518299882,38.66,11590.0,24731.8,-73720.28,-80.11
336,dataset1.DeepFoldRNA.ENSMUST00000122608.model_1.refined_model.fixed.pdb,DeepFoldRNA,0.59,0.438,9.06012,6.72,13.32,4.75,8.007320979180966,25.79,88.58,-64472.7,-60008.65,-341.63
337,dataset3.3dRNA.ENSMUST00000122608.test_01.pred1.min.fixed.pdb,3dRNA,0.66,0.823,34.930252,6.8,27.18,6.1,29.043683589138134,28.1,373.64,-57248.3,-84157.18,-650.26
338,dataset3.AF3.ENSMUST00000122608.model_0.fixed.pdb,Alphafold3,0.75,0.767,7.0165176,6.43,10.11,4.3,7.125044531528322,29.6,-256.47,-74873.0,-96689.78,-881.27
339,dataset3.RNAJP.ENSMUST00000122608.em_predicted_ENSMUST00000122608-10.fixed.pdb,RNAJP,0.66,0.59,22.434483,6.52,14.11,4.9,31.564501372369627,26.53,-40.92,-67135.7,-88482.14,-688.56
340,dataset3.RNAJP.ENSMUST00000122608.em_predicted_ENSMUST00000122608-7.fixed.pdb,RNAJP,0.67,0.653,21.807533,6.63,14.4,4.75,30.192131747483987,26.46,-6.22,-66816.3,-87000.68,-701.22
341,dataset3.3dRNA.ENSMUST00000122608.test_01.pred4.min.fixed.pdb,3dRNA,0.63,0.817,34.883244,7.18,30.16,5.82,25.265643447461628,28.61,417.64,-55976.6,-82813.51,-657.15
342,dataset1.DeepFoldRNA.ENSMUST00000122608.model_2.refined_model.fixed.pdb,DeepFoldRNA,0.58,0.377,6.253746,6.72,12.75,4.45,8.693662777396478,25.76,130.64,-67337.1,-59976.24,-323.3
343,dataset1.DeepFoldRNA.ENSMUST00000122608.model_6.refined_model.fixed.pdb,DeepFoldRNA,0.56,0.452,25.662117,7.3,15.05,5.48,21.04781514527568,26.61,183.59,-56554.0,-74857.78,-483.45
344,dataset3.Rhofold.ENSMUST00000122608.relaxed_1000.fixed.pdb,RhoFold,0.38,0.397,68.8062,10.3423462,58.73,4.01,134.12042502951593,41.89,5025.45,36435.5,-105691.4,-671.67
345,dataset3.RNAJP.ENSMUST00000122608.em_predicted_ENSMUST00000122608-9.fixed.pdb,RNAJP,0.67,0.623,17.540386,6.32,14.13,4.49,27.67612076852699,26.28,16.42,-70251.4,-83061.69,-651.25
346,dataset1.DeepFoldRNA.ENSMUST00000122608.model_5.refined_model.fixed.pdb,DeepFoldRNA,0.6,0.4,6.395503,6.46,11.14,4.25,11.21024937085335,25.5,17.05,-70599.1,-64563.76,-373.06
347,dataset3.RNAJP.ENSMUST00000122608.em_predicted_ENSMUST00000122608-8.fixed.pdb,RNAJP,0.68,0.579,22.534477,6.64,14.84,4.77,29.734675205855442,26.47,9.94,-67004.5,-86196.06,-667.58
348,dataset3.RoseTTAFold2NA.ENSMUST00000122608.model_00.fixed.pdb,RoseTTAFold2NA,0.59,0.579,29.253357,7.5,14.35,7.55,71.0240679565833,28.3,802.33,-52127.8,-67960.14,-447.9
349,dataset3.RNAJP.ENSMUST00000122608.em_predicted_ENSMUST00000122608-5.fixed.pdb,RNAJP,0.67,0.622,22.874638,6.23,14.05,4.62,28.362305580969807,26.58,-2.9,-68184.6,-89815.74,-716.41
350,dataset1.SimRNA.ENSMUST00000122608.fixed.pdb,SimRNA,0.55,0.31,30.110317,7.16,17.19,5.31,44.36054742803209,31.04,1513.19,-47034.5,-81081.72,-705.12
351,dataset3.Vfold.ENST00000363858.npk1_vfold.fixed.pdb,Vfold,0.55,0.585,25.492102,6.74,20.48,3.92,461.44685918428104,36.19,5935.2,-20348.8,-67078.61,-556.0
352,dataset3.RNAJP.ENST00000363858.em_predicted_ENST00000363858-1.fixed.pdb,RNAJP,0.69,0.72,15.129026,6.08,14.84,4.92,31.457431457431458,26.01,-43.06,-57736.8,-68699.04,-491.39
353,dataset3.RNAJP.ENST00000363858.em_predicted_ENST00000363858-8.fixed.pdb,RNAJP,0.69,0.682,13.661633,6.07,15.18,4.74,30.014430014430015,25.92,-47.94,-57559.0,-67490.72,-480.78
354,dataset3.3dRNA.ENST00000363858.test_01.pred2.min.fixed.pdb,3dRNA,0.63,0.757,25.989454,6.57,30.99,5.41,25.923718712753278,28.45,257.16,-46061.9,-70051.82,-511.92
355,dataset3.trRosettaRNA.ENST00000363858.model_1.fixed.pdb,trRosettaRNA,0.6,0.601,27.758871,6.85,19.65,6.27,19.946412622804406,26.54,138.71,-46796.3,-61802.7,-505.8
356,dataset3.RNAJP.ENST00000363858.em_predicted_ENST00000363858-6.fixed.pdb,RNAJP,0.68,0.665,14.816657,5.87,15.02,4.27,29.437229437229437,26.1,-39.07,-57676.8,-68498.16,-498.44
357,dataset3.RNAJP.ENST00000363858.em_predicted_ENST00000363858-10.fixed.pdb,RNAJP,0.7,0.681,14.842203,6.01,15.8,4.48,30.303030303030305,26.07,-30.86,-58243.9,-67892.58,-498.7
358,dataset3.AF3.ENST00000363858.model_0.fixed.pdb,Alphafold3,0.77,0.655,2.4405413,5.84,10.41,2.77,5.381165919282512,30.44,-288.77,-74963.5,-82606.26,-726.84
359,dataset1.SimRNA.ENST00000363858.fixed.pdb,SimRNA,0.58,0.34,23.39399,9.0253925,19.67,5.29,79.487942840131,33.09,1535.35,-40481.9,-69144.01,-511.53
360,dataset3.RNAJP.ENST00000363858.em_predicted_ENST00000363858-3.fixed.pdb,RNAJP,0.7,0.717,15.905687,6.22,17.78,4.57,30.303030303030305,26.24,-10.44,-55654.4,-67500.48,-482.11
361,dataset3.3dRNA.ENST00000363858.test_01.pred4.min.fixed.pdb,3dRNA,0.64,0.752,26.818373,6.93,28.99,5.71,24.433849821215734,28.5,326.95,-39937.1,-65673.7,-521.11
362,dataset3.RoseTTAFold2NA.ENST00000363858.model_00.fixed.pdb,RoseTTAFold2NA,0.57,0.423,26.468712,7.77,15.03,10.02,41.67907115212861,28.47,492.74,-35220.2,-47419.99,-258.46
363,dataset3.DRfold.ENST00000363858.DPR.fixed.pdb,DRfold,0.57,0.483,30.155596,8.12,31.08,6.27,65.25625744934446,32.49,3511.57,-16594.3,-39183.29,-13.73
364,dataset3.NuFold.ENST00000363858_rank_1.pdb,NuFold,0.55,0.381,20.483442,6.92,12.53,6.59,28.712427097353075,29.28,682.84,-48833.2,-52789.08,-388.67
365,dataset3.Rhofold.ENST00000363858.relaxed_1000.fixed.pdb,RhoFold,0.58,0.762,39.222713,8.48,56.88,9.67,4.469606674612634,33.82,612.48,-27162.9,-38534.62,-273.79
366,dataset3.RNAJP.ENST00000363858.em_predicted_ENST00000363858-4.fixed.pdb,RNAJP,0.68,0.7,14.259294,6.29,15.3,4.96,32.03463203463203,26.06,-42.24,-56289.0,-67941.22,-513.36
367,dataset3.3dRNA.ENST00000363858.test_01.pred5.min.fixed.pdb,3dRNA,0.67,0.845,23.175337,6.97,28.47,5.39,25.02979737783075,28.15,218.7,-46304.0,-67962.24,-507.13
368,dataset3.3dRNA.ENST00000363858.test_01.pred3.min.fixed.pdb,3dRNA,0.63,0.743,25.314884,6.95,28.23,5.8,26.519666269368294,28.32,432.06,-42934.0,-64193.83,-509.18
369,dataset3.RNAJP.ENST00000363858.em_predicted_ENST00000363858-9.fixed.pdb,RNAJP,0.67,0.654,15.641696,6.12,15.9,4.8,31.16883116883117,26.13,-46.01,-55934.8,-68685.13,-490.72
370,dataset3.RNAJP.ENST00000363858.em_predicted_ENST00000363858-7.fixed.pdb,RNAJP,0.67,0.695,18.674196,6.02,15.65,4.72,31.746031746031747,26.15,-52.08,-56483.8,-68119.38,-513.79
371,dataset3.RNAComposer.ENST00000363858.fixed.pdb,RNAComposer,0.68,0.876,22.538578,6.88,20.7,5.59,38.43861740166865,28.04,123.86,-41139.9,-64470.83,-524.01
372,dataset3.RNAJP.ENST00000363858.em_predicted_ENST00000363858-5.fixed.pdb,RNAJP,0.7,0.704,16.471447,6.28,16.43,5.05,29.437229437229437,26.11,-35.94,-55755.6,-67072.82,-490.14
373,dataset1.DeepFoldRNA.ENST00000363858.model_1.refined_model.fixed.pdb,DeepFoldRNA,0.6,0.462,21.515064,7.54,17.88,6.09,19.919168591224018,26.83,257.68,-38892.0,-46532.71,-310.89
374,dataset3.RNAJP.ENST00000363858.em_predicted_ENST00000363858-2.fixed.pdb,RNAJP,0.68,0.686,13.865842,5.9,14.85,4.39,28.86002886002886,26.06,-33.79,-56978.8,-67948.69,-489.91
375,dataset3.3dRNA.ENST00000363858.test_01.pred1.min.fixed.pdb,3dRNA,0.64,0.731,25.043104,6.6,24.24,5.51,25.923718712753278,27.74,159.29,-45654.0,-69157.3,-504.11
376,dataset3.DRfold2.ENST00000363858.DPR.fixed.pdb,DRfold2,0.74,0.7,6.5447397,5.83,16.22,3.73,22.32807383149747,31.0,-30.68,-66217.9,-78875.32,-721.63
377,dataset3.NuFold.ENST00000468851_rank_1.pdb,NuFold,0.58,0.386,13.119232,6.56,11.29,,16.311166875784192,32.79,524.99,-34108.5,-43104.44,-356.75
378,dataset3.RNAJP.ENST00000468851.em_predicted_ENST00000468851-2.fixed.pdb,RNAJP,0.71,0.694,13.420662,5.86,15.74,,33.85731559854897,28.77,13.45,-37270.8,-52551.7,-429.9
379,dataset3.RNAJP.ENST00000468851.em_predicted_ENST00000468851-5.fixed.pdb,RNAJP,0.68,0.719,12.194667,5.87,14.33,,30.63280935106812,29.03,-31.88,-35663.2,-52615.72,-430.63
380,dataset3.3dRNA.ENST00000468851.test_01.pred5.min.fixed.pdb,3dRNA,0.63,0.646,21.008982,7.43,32.01,,30.391340549542047,30.81,274.28,-23826.5,-44821.11,-329.01
381,dataset1.DeepFoldRNA.ENST00000468851.model_1.refined_model.fixed.pdb,DeepFoldRNA,0.67,0.272,-0.71550256,6.43,10.98,,0.0,26.13,-17.66,-42706.8,-29629.0,-159.88
382,dataset3.RNAJP.ENST00000468851.em_predicted_ENST00000468851-4.fixed.pdb,RNAJP,0.7,0.755,12.572571,5.84,15.42,,32.64812575574365,29.02,-20.08,-37529.1,-53620.46,-444.33
383,dataset3.RNAJP.ENST00000468851.em_predicted_ENST00000468851-3.fixed.pdb,RNAJP,0.69,0.643,12.563007,5.75,14.46,,30.63280935106812,28.39,13.37,-36140.9,-51496.14,-398.18
384,dataset3.RNAJP.ENST00000468851.em_predicted_ENST00000468851-7.fixed.pdb,RNAJP,0.69,0.788,13.230178,6.08,15.94,,34.66344216041919,28.95,-10.81,-36262.4,-52576.39,-439.12
385,dataset3.RNAJP.ENST00000468851.em_predicted_ENST00000468851-10.fixed.pdb,RNAJP,0.69,0.729,14.249435,5.9,14.32,,34.26037887948408,29.16,-8.07,-35625.3,-52530.05,-410.35
386,dataset1.DeepFoldRNA.ENST00000468851.model_4.refined_model.fixed.pdb,DeepFoldRNA,0.66,0.266,-0.05713427,6.17,10.26,,0.0,26.05,20.09,-41956.2,-29149.01,-135.31
